,Last Name,First Name,Affiliation,Author ID,ORCID,Research Areas,Warning
765,Wiseman,Stephen,"University of British Columbia, Faculty of Medicine",57485435800,,MEDI (1),
766,Wisniewska,Anna,,,,,no profiles found with current query
767,Witt,Kortney,,,,,no profiles found with current query
768,Woldum,Evan,The University of British Columbia,57210804367,,SOCI (3); MEDI (2); NURS (1),
769,Wolverton,Annie,BC​ Children​'​​s Hospital,,,MEDI (2),!!! profile for Annie Wolverton does not pass addition condition
770,Wong,Gloria,The University of British Columbia,37022195400,,NEUR (1),
771,Wong,Julia,,,,,no profiles found with current query
772,Wong,Wallace,,,,,no profiles found with current query
773,Wong,Angela T.,The University of British Columbia,56046498500,,MEDI (1),
774,Wong,Monique,,,,,no profiles found with current query
775,Woo,Sai Ming Simon,,,,,no profiles found with current query
776,Woodward,Elizabeth,,,,,no profiles found with current query
777,Woodward,Todd Stephen,The University of British Columbia,7102848867,0000-0001-8083-0079,MEDI (203); NEUR (133); PSYC (126),
778,Wrixon,Katherine,,,,,no profiles found with current query
779,Wu,Jiong,,,,,no profiles found with current query
780,Wynn,Kathryn,,,,,no profiles found with current query
781,Yamamoto,Aiko,The University of British Columbia,7403508792,,AGRI (4); NEUR (2),
782,Yashchuk,Olga,,,,,no profiles found with current query
783,Yaxley,David,The University of British Columbia,36244723700,,MEDI (1); PSYC (1),
784,Ye,June,,,,,no profiles found with current query
785,Yeh,Jennifer N.,The University of British Columbia,8937566000,,MEDI (1),
786,Yeung,Anthony,Centre for Addiction and Mental Health,,,MEDI (16); NEUR (3); PSYC (1),!!! profile for Anthony Yeung does not pass addition condition
787,Yew,Debra,,,,,no profiles found with current query
788,Yoo,Jaeyun,,,,,no profiles found with current query
789,Young,Quincy Robyn,"St. Paul's Hospital, Vancouver",,,MEDI (24); NURS (5); PSYC (1),!!! profile for Quincy-Robyn Young does not pass addition condition
790,Young,Catherine,,,,,no profiles found with current query
791,Yu,Ching Ching,National Chung Cheng University,,,CHEM (25); MATE (21); CENG (18),!!! profile for Ching Yu does not pass addition condition
792,Yuen,Gloria Gee-Wing,,,,,no profiles found with current query
793,Yung,Gordon,,,,,no profiles found with current query
794,Yuswack,Timothy,,,,,no profiles found with current query
795,Zaghloul,Emad,,,,,no profiles found with current query
796,Zaitzow,Michael,,,,,no profiles found with current query
797,Zanozin,Dmitrij,,,,,no profiles found with current query
798,Zhang,Paige,The University of British Columbia,57203910791,,MEDI (1),
799,Zhang,Dajiang,,,,,no profiles found with current query
800,Zhou,Crystal,,,,,no profiles found with current query
801,Zwicker,Amy E.,Vancouver General Hospital,,,MEDI (3); PSYC (2); NEUR (1),!!! profile for Amy Zwicker does not pass addition condition
