,title,eid,publication year,authors,last name,first name,member id,irp,2018,2019,2020,2021,2022,2023
3384,Ultrasensitive measurement of huntingtin protein in cerebrospinal fluid demonstrates increase with Huntington disease stage and decrease following brain huntingtin suppression,2-s2.0-84948830873,2015,"Southwell, Amber L.;Smith, Stephen E.P.;Davis, Tessa R.;Caron, Nicholas S.;Villanueva, Erika B.;Xie, Yuanyun;Collins, Jennifer A.;Li Ye, Min;Sturrock, Aaron;Leavitt, Blair R.;Schrum, Adam G.;Hayden, Michael R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,13,6,11,7,14,6
3385,"Indoleamine 2,3 Dioxygenase as a Potential Therapeutic Target in Huntington's Disease",2-s2.0-84961711382,2015,"Mazarei, Gelareh;Leavitt, Blair R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,6,6,3,8,6,2
3386,A SNP in the HTT promoter alters NF-κB binding and is a bidirectional genetic modifier of Huntington disease,2-s2.0-84930211598,2015,"Becanovic, Kristina;Nørremølle, Anne;Neal, Scott J.;Kay, Chris;Collins, Jennifer A.;Arenillas, David;Lilja, Tobias;Gaudenzi, Giulia;Manoharan, Shiana;Doty, Crystal N.;Beck, Jessalyn;Lahiri, Nayana;Portales-Casamar, Elodie;Warby, Simon C.;Connolly, Colúm;De Souza, Rebecca A.G.;Tabrizi, Sarah J.;Hermanson, Ola;Langbehn, Douglas R.;Hayden, Michael R.;Wasserman, Wyeth W.;Leavitt, Blair R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,11,12,7,8,13,7
3387,Direct intracerebral delivery of a miR-33 antisense oligonucelotide into mouse brain increases brain ABCA1 expression,2-s2.0-84930224764,2015,"Jan, Asad;Karasinska, Joanna M.;Kang, Martin H.;de Haan, Willeke;Ruddle, Piers;Kaur, Achint;Connolly, Colum;Leavitt, Blair R.;Sorensen, Poul H.;Hayden, Michael R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,1,2,3,3,3,1
3388,Quantification of mutant huntingtin protein in cerebrospinal fluid from Huntington's disease patients,2-s2.0-84929012551,2015,"Wild, Edward J.;Boggio, Roberto;Langbehn, Douglas;Robertson, Nicola;Haider, Salman;Miller, James R.C.;Zetterberg, Henrik;Leavitt, Blair R.;Kuhn, Rainer;Tabrizi, Sarah J.;Macdonald, Douglas;Weiss, Andreas",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,25,18,19,19,31,13
3389,Huntington disease,2-s2.0-85017268070,2015,"Bates, Gillian P.;Dorsey, Ray;Gusella, James F.;Hayden, Michael R.;Kay, Chris;Leavitt, Blair R.;Nance, Martha;Ross, Christopher A.;Scahill, Rachael I.;Wetzel, Ronald;Wild, Edward J.;Tabrizi, Sarah J.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,87,111,136,179,161,105
3390,A longitudinal study of magnetic resonance spectroscopy Huntington's disease biomarkers,2-s2.0-84924598441,2015,"Sturrock, Aaron;Laule, Corree;Wyper, Katy;Milner, Ruth A.;Decolongon, Joji;Santos, Rachelle Dar;Coleman, Allison J.;Carter, Kimberley;Creighton, Susan;Bechtel, Natalie;Bohlen, Stefan;Reilmann, Ralf;Johnson, Hans J.;Hayden, Michael R.;Tabrizi, Sarah J.;Mackay, Alex L.;Leavitt, Blair R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,4,6,2,5,2,3
3391,Murine Models of HD,2-s2.0-84943328451,2015,"Mazarei, Gelareh;Leavitt, Blair R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,1,0,0,0,1,0
3392,Reliability and factor structure of the short problem behaviors assessment for huntington’s disease (PBA-s) in the TRACK-HD and REGISTRY studies,2-s2.0-84926381849,2015,"Callaghan, Jenny;Stopford, Cheryl;Arran, Natalie;Boisse, Marie Francoise;Coleman, Allison;Santos, Rachelle Dar;Dumas, Eve M.;Hart, Ellen P.;Justo, Damian;Owen, Gail;Read, Joy;Say, Miranda J.;Durr, Alexandra;Leavitt, Blair R.;Roos, Raymund A.C.;Tabrizi, Sarah J.;Bachoud-Levi, Anne Catherine;Bourdet, Catherine;Van Duijn, Erik;Craufurd, David",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,6,7,9,12,9,7
3393,"Safety, tolerability, and efficacy of PBT2 in Huntington's disease: A phase 2, randomised, double-blind, placebo-controlled trial",2-s2.0-84918785958,2015,"Angus, D.;Herd, C.;Stone, C.;Stout, J.;Wieler, M.;Reilmann, R.;Ritchie, C. W.;Dorsey, E. R.;Helles, K.;Kayson, E.;Oakes, D.;Rosas, H. D.;Vaughan, C.;Panegyres, P. K.;Ames, D.;Goh, A.;Agarwal, P.;Churchyard, A.;Murathodizic, M.;Chua, P.;Germaine, D.;Lim, D. L.;Mack, H.;Loy, C.;Griffith, J.;Mitchell, P.;Corey-Bloom, J.;Gluhm, S.;Goldstein, J.;Levi, L.;Margolis, R.;Yoritomo, N.;Janicki, S.;Marder, K.;Clouse, R.;Singer, C.;Moore, H.;Padron, N.;Kostyk, S.;Daley, A.;Segro, V.;Kumar, R.;Anderson, K.;Drazinic, C.;Hennig, B.;Nance, M.;Molho, E.;Criswell, S.;LeDoux, M. S.;Guyot, S.;Iannaccone, A.;Jennings, B.;Leavitt, B. R.;Feigin, A.;Evans, S.;Wray, S.;Casaceli, C.;Orme, C.;Gao, S.;Watts, A.;Baker, K.;Labuschagne, I.;El-Dairi, M.;Fekrat, S.;Hersch, S.;Moscovitch-Lopatin, M.;Stone, C.;Ritchie, C. W.;Tanzi, R.;Targum, S.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,15,10,15,10,18,4
3394,Characterisation of immune cell function in fragment and full-length Huntington's disease mouse models,2-s2.0-84909609615,2015,"Träger, Ulrike;Andre, Ralph;Magnusson-Lind, Anna;Miller, James R.C.;Connolly, Colúm;Weiss, Andreas;Grueninger, Stephan;Silajdžić, Edina;Smith, Donna L.;Leavitt, Blair R.;Bates, Gillian P.;Björkqvist, Maria;Tabrizi, Sarah J.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,2,4,2,3,8,2
3395,Diagnostic criteria for Huntington's disease based on natural history,2-s2.0-84907940340,2014,"Reilmann, Ralf;Leavitt, Blair R.;Ross, Christopher A.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,20,22,11,22,16,9
3396,Huntington's disease: A field on the move,2-s2.0-84907937192,2014,"Reilmann, Ralf;Leavitt, Blair R.;Ross, Christopher A.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,2,0,0,0,0,0
3397,p53 increases caspase-6 expression and activation in muscle tissue expressing mutant huntingtin,2-s2.0-84892450038,2014,"Ehrnhoefer, Dagmar E.;Skotte, Niels H.;Ladha, Safia;Nguyen, Yen T.N.;Qiu, Xiaofan;Deng, Yu;Huynh, Khuong T.;Engemann, Sabine;Nielsen, Signe M.;Becanovic, Kristina;Leavitt, Blair R.;Hasholt, Lis;Hayden, Michael R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,4,4,6,5,2,1
3398,Neurobiology of Huntington’s disease,2-s2.0-84941135871,2014,"De Souza, Rebecca A.G.;Leavitt, Blair R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,1,0,1,2,1,1
3399,Aquatherapy for neurodegenerative disorders,2-s2.0-84908090467,2014,"Plecash, Alyson R.;Leavitt, Blair R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,3,6,7,3,9,4
3400,The potential of composite cognitive scores for tracking progression in Huntington's disease,2-s2.0-84907197144,2014,"Jones, Rebecca;Stout, Julie C.;Labuschagne, Izelle;Say, Miranda;Justo, Damian;Coleman, Allison;Dumas, Eve M.;Hart, Ellen;Owen, Gail;Durr, Alexandra;Leavitt, Blair R.;Roos, Raymund;O'Regan, Alison;Langbehn, Doug;Tabrizi, Sarah J.;Frost, Chris",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,1,1,0,0,1,0
3401,The catalytic function of hormone-sensitive lipase is essential for fertility in male mice,2-s2.0-84905055069,2014,"Wang, Shu Pei;Wu, Jiang Wei;Bourdages, Hugo;Lefebvre, Jean François;Casavant, Stéphanie;Leavitt, Blair R.;Labuda, Damian;Trasler, Jacquetta;Smith, Charles E.;Hermo, Louis;Mitchell, Grant A.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,1,2,1,2,2,0
3402,Iron dysregulation in Huntington's disease,2-s2.0-84904684637,2014,"Muller, Michelle;Leavitt, Blair R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,14,12,14,10,5,6
3403,Correction of inter-scanner and within-subject variance in structural MRI based automated diagnosing,2-s2.0-84903637298,2014,"Kostro, Daniel;Abdulkadir, Ahmed;Durr, Alexandra;Roos, Raymund;Leavitt, Blair R.;Johnson, Hans;Cash, David;Tabrizi, Sarah J.;Scahill, Rachael I.;Ronneberger, Olaf;Klöppel, Stefan",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,2,2,3,8,5,4
3404,Progranulin in neurodegenerative disease,2-s2.0-84903511229,2014,"Petkau, Terri L.;Leavitt, Blair R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,21,18,8,17,6,6
3405,Clinical utility gene card for: Huntington's disease,2-s2.0-84898784573,2014,"Saft, Carsten;Leavitt, Blair R.;Epplen, Jörg T.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,0,0,1,0,0,0
3406,"Huntington disease: Natural history, biomarkers and prospects for therapeutics",2-s2.0-84898017417,2014,"Ross, Christopher A.;Aylward, Elizabeth H.;Wild, Edward J.;Langbehn, Douglas R.;Long, Jeffrey D.;Warner, John H.;Scahill, Rachael I.;Leavitt, Blair R.;Stout, Julie C.;Paulsen, Jane S.;Reilmann, Ralf;Unschuld, Paul G.;Wexler, Alice;Margolis, Russell L.;Tabrizi, Sarah J.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,79,79,97,85,63,51
3407,Postnatal muscle modification by myogenic factors modulates neuropathology and survival in an ALS mouse model,2-s2.0-84903870465,2013,"Park, Kevin H.J.;Franciosi, Sonia;Leavitt, Blair R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,3,1,0,1,0,1
3408,Age-dependent alterations of the kynurenine pathway in the YAC128 mouse model of Huntington disease,2-s2.0-84890115499,2013,"Mazarei, Gelareh;Budac, David P.;Lu, Ge;Adomat, Hans;Tomlinson Guns, Emma S.;Möller, Thomas;Leavitt, Blair R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,2,3,0,2,1,2
3409,A systematic review and meta-analysis of clinical variables used in Huntington disease research,2-s2.0-84889648174,2013,"Franciosi, Sonia;Shim, Yaein;Lau, Margaret;Hayden, Michael R.;Leavitt, Blair R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,0,0,0,2,0,1
3410,"The absence of indoleamine 2,3-dioxygenase expression protects against NMDA receptor-mediated excitotoxicity in mouse brain",2-s2.0-84884542405,2013,"Mazarei, G.;Budac, D. P.;Lu, G.;Lee, H.;Möller, T.;Leavitt, B. R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,4,3,1,4,1,0
3411,Sensitivity to neurotoxic stress is not increased in progranulin-deficient mice,2-s2.0-84881555971,2013,"Petkau, Terri L.;Zhu, Shanshan;Lu, Ge;Fernando, Sarah;Cynader, Max;Leavitt, Blair R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,0,0,1,1,0,1
3412,Progranulin promotes activation of microglia/macrophage after pilocarpine-induced status epilepticus,2-s2.0-84883207887,2013,"Zhu, Shanshan;Tai, Chao;Petkau, Terri L.;Zhang, Si;Liao, Chengyong;Dong, Zhifang;Wen, Wendy;Chang, Qing;Tian Wang, Yu;Macvicar, Brian A.;Leavitt, Blair R.;Jia, William;Cynader, Max S.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,2,4,3,1,2,1
3413,Predictors of phenotypic progression and disease onset in premanifest and early-stage Huntington's disease in the TRACK-HD study: Analysis of 36-month observational data,2-s2.0-84879032355,2013,"Tabrizi, Sarah J.;Scahill, Rachael I.;Owen, Gail;Durr, Alexandra;Leavitt, Blair R.;Roos, Raymund A.;Borowsky, Beth;Landwehrmeyer, Bernhard;Frost, Chris;Johnson, Hans;Craufurd, David;Reilmann, Ralf;Stout, Julie C.;Langbehn, Douglas R.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,70,53,50,65,54,33
3414,8OHdG is not a biomarker for Huntington disease state or progression,2-s2.0-84879097833,2013,"Borowsky, Beth;Warner, John;Leavitt, Blair R.;Tabrizi, Sarah J.;Roos, Raymund A.C.;Durr, Alexandra;Becker, Chris;Sampaio, Cristina;Tobin, Allan J.;Schulman, Howard",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,4,1,0,2,0,1
3415,"Frontotemporal degeneration, the next therapeutic frontier: Molecules and animal models for frontotemporal degeneration drug development",2-s2.0-84875367680,2013,"Boxer, Adam L.;Gold, Michael;Huey, Edward;Gao, Fen Biao;Burton, Edward A.;Chow, Tiffany;Kao, Aimee;Leavitt, Blair R.;Lamb, Bruce;Grether, Megan;Knopman, David;Cairns, Nigel J.;Mackenzie, Ian R.;Mitic, Laura;Roberson, Erik D.;Van Kammen, Daniel;Cantillon, Marc;Zahs, Kathleen;Salloway, Stephen;Morris, John;Tong, Gary;Feldman, Howard;Fillit, Howard;Dickinson, Susan;Khachaturian, Zaven;Sutherland, Margaret;Farese, Robert;Miller, Bruce L.;Cummings, Jeffrey",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,1,5,5,3,1,3
3416,Clinical impairment in premanifest and early Huntington's disease is associated with regionally specific atrophy,2-s2.0-84873455635,2013,"Scahill, Rachael I.;Hobbs, Nicola Z.;Say, Miranda J.;Bechtel, Natalie;Henley, Susie M.D.;Hyare, Harpreet;Langbehn, Douglas R.;Jones, Rebecca;Leavitt, Blair R.;Roos, Raymund A.C.;Durr, Alexandra;Johnson, Hans;Lehéricy, Stéphane;Craufurd, David;Kennard, Christopher;Hicks, Stephen L.;Stout, Julie C.;Reilmann, Ralf;Tabrizi, Sarah J.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,13,11,4,7,2,2
3417,Editorial,2-s2.0-85013620227,2013,"Leavitt, Blair R.;Thompson, Leslie M.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,0,0,0,0,0,0
3418,"Quality of life in huntington’s disease: A comparative study investigating the impact for those with pre-manifest and early manifest disease, and their partners",2-s2.0-84908049584,2013,"Read, Joy;Jones, Rebecca;Owen, Gail;Leavitt, Blair R.;Coleman, Allison;Roos, Raymund A.C.;Dumas, Eve M.;Durr, Alexandra;Justo, Damian;Say, Miranda;Stout, Julie C.;Tabrizi, Sarah J.;Craufurd, David",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,4,6,2,5,6,1
3419,We are pleased to introduce this next volume of the Journal of Huntington's Disease. Introduction.,2-s2.0-84906929764,2013,"Leavitt, Blair R.;Thompson, Leslie M.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,0,0,0,0,0,0
3420,Corpus callosal atrophy in premanifest and early huntington’s disease,2-s2.0-84898006230,2013,"Crawford, Helen E.;Hobbs, Nicola Z.;Keogh, Ruth;Langbehn, Douglas R.;Frost, Chris;Johnson, Hans;Landwehrmeyer, Bernhard;Reilmann, Ralf;Craufurd, David;Stout, Julie C.;Durr, Alexandra;Leavitt, Blair R.;Roos, Raymund A.C.;Tabrizi, Sarah J.;Scahill, Rachael I.;Arran, Natalie;Axelson, Eric;Bechtel, Natalie;Van Den Bogaard, Simon J.A.;Callaghan, Jenny;Bohlen, Stefan;Campbell, Colin;Campbell, Melissa;Cash, David M.;Coleman, Allison;Dar Santos, Rachelle;Decolongon, Joji;Dumas, Eve M.;Fox, Nick C.;Van Der Grond, Jeroen;Hart, Ellen P.;Jauffret, Celine;Jones, Rebecca;Justo, Damian;Lahiri, Nayana;Lehericy, Stéphane;Malone, Ian;Marelli, Cecilia;Milchman, Cassie;Nigaud, Kevin;Queller, Sarah;Read, Joy;Say, Miranda J.;Stopford, Cheryl;Sturrock, Aaron;Valabr`egue, Romain;Wild, Edward",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,2,3,0,3,1,1
3421,"A randomized, double-blind, placebo-controlled trial of pridopidine in Huntington's disease",2-s2.0-84884724757,2013,"Karl, Kieburtz;McGarry, Andrew;McDermott, Michael P.;Kayson, Elise;Walker, Francis;Goldstein, Jody;Hyson, Christopher;Agarwal, Pinky;Deppen, Patricia;Fiedorowicz, Jess;Kostyk, Sandra;Wright, Allison;Leavitt, Blair;Nance, Martha;LeDoux, Mark S.;Shannon, Kathleen M.;Siderowf, Andrew;Cudkowicz, Merit;Rabinowitz, Karen;Ross, Victoria;Watts, Arthur;Tedroff, Joakim",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,19,13,9,8,5,4
3422,The advantages of frontotemporal degeneration drug development (part 2 of frontotemporal degeneration: The next therapeutic frontier),2-s2.0-84875371839,2013,"Boxer, Adam L.;Gold, Michael;Huey, Edward;Hu, William T.;Rosen, Howard;Kramer, Joel;Gao, Fen Biao;Burton, Edward A.;Chow, Tiffany;Kao, Aimee;Leavitt, Blair R.;Lamb, Bruce;Grether, Megan;Knopman, David;Cairns, Nigel J.;Mackenzie, Ian R.;Mitic, Laura;Roberson, Erik D.;Van Kammen, Daniel;Cantillon, Marc;Zahs, Kathleen;Jackson, George;Salloway, Stephen;Morris, John;Tong, Gary;Feldman, Howard;Fillit, Howard;Dickinson, Susan;Khachaturian, Zaven S.;Sutherland, Margaret;Abushakra, Susan;Lewcock, Joseph;Farese, Robert;Kenet, Robert O.;Laferla, Frank;Perrin, Steve;Whitaker, Steve;Honig, Lawrence;Mesulam, Marsel M.;Boeve, Brad;Grossman, Murray;Miller, Bruce L.;Cummings, Jeffrey L.",Leavitt,Blair,7005869634,Sensory Motor Systems & Movement Disorders,0,6,5,3,3,1
3423,4.28 - Specialized Somatosensory Systems Revealed,2-s2.0-85151206471,2020,"Leitch, Duncan B.;Gaede, Andrea H.",Leitch,Duncan,26653630000,Sensory Motor Systems & Movement Disorders,0,0,0,0,0,0
3424,Molecular tuning of electroreception in sharks and skates,2-s2.0-85048212920,2018,"Bellono, Nicholas W.;Leitch, Duncan B.;Julius, David",Leitch,Duncan,26653630000,Sensory Motor Systems & Movement Disorders,0,4,8,4,4,3
3425,Enterochromaffin Cells Are Gut Chemosensors that Couple to Sensory Neural Pathways,2-s2.0-85021163248,2017,"Bellono, Nicholas W.;Bayrer, James R.;Leitch, Duncan B.;Castro, Joel;Zhang, Chuchu;O'Donnell, Tracey A.;Brierley, Stuart M.;Ingraham, Holly A.;Julius, David",Leitch,Duncan,26653630000,Sensory Motor Systems & Movement Disorders,60,65,72,93,96,57
3426,Molecular basis of ancestral vertebrate electroreception,2-s2.0-85015422168,2017,"Bellono, Nicholas W.;Leitch, Duncan B.;Julius, David",Leitch,Duncan,26653630000,Sensory Motor Systems & Movement Disorders,10,9,12,4,10,4
3427,Organization of the spinal trigeminal nucleus in star-nosed moles,2-s2.0-84904549625,2014,"Sawyer, Eva K.;Leitch, Duncan B.;Catania, Kenneth C.",Leitch,Duncan,26653630000,Sensory Motor Systems & Movement Disorders,0,1,2,0,1,1
3428,Brain mass and cranial nerve size in shrews and moles,2-s2.0-84906862067,2014,"Leitch, Duncan B.;Sarko, Diana K.;Catania, Kenneth C.",Leitch,Duncan,26653630000,Sensory Motor Systems & Movement Disorders,2,1,2,0,1,1
3429,Cutaneous and periodontal inputs to the cerebellum of the naked mole-rat (Heterocephalus glaber),2-s2.0-84888391474,2013,"Sarko, Diana K.;Leitch, Duncan B.;Catania, Kenneth C.",Leitch,Duncan,26653630000,Sensory Motor Systems & Movement Disorders,0,1,0,0,0,0
3430,Barrelettes without Barrels in the American Water Shrew,2-s2.0-84878633382,2013,"Catania, Kenneth C.;Catania, Elizabeth H.;Sawyer, Eva K.;Leitch, Duncan B.",Leitch,Duncan,26653630000,Sensory Motor Systems & Movement Disorders,0,0,1,0,1,0
3431,Faster scaling of visual neurons in cortical areas relative to subcortical structures in non-human primate brains,2-s2.0-84879550709,2013,"Collins, C. E.;Leitch, D. B.;Wong, P.;Kaas, J. H.;Herculano-Houzel, Suzana",Leitch,Duncan,26653630000,Sensory Motor Systems & Movement Disorders,4,0,3,0,1,0
3432,The Star-Nosed Mole Reveals Clues to the Molecular Basis of Mammalian Touch,2-s2.0-84873839508,2013,"Gerhold, Kristin A.;Pellegrino, Maurizio;Tsunozaki, Makoto;Morita, Takeshi;Leitch, Duncan B.;Tsuruda, Pamela R.;Brem, Rachel B.;Catania, Kenneth C.;Bautista, Diana M.",Leitch,Duncan,26653630000,Sensory Motor Systems & Movement Disorders,7,2,4,2,2,1
3433,COVID-19 in Patients With Neuromyelitis Optica Spectrum Disorders and Myelin Oligodendrocyte Glycoprotein Antibody Disease in North America: From the COViMS Registry,2-s2.0-85114980606,2021,"Newsome, Scott D.;Cross, Anne H.;Fox, Robert J.;Halper, June;Kanellis, Pamela;Bebo, Bruce;Li, David;Cutter, Gary R.;Rammohan, Kottil W.;Salter, Amber",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,0,0,0,0,9,6
3434,Fast computation of myelin maps from MRI T<inf>2</inf> relaxation data using multicore CPU and graphics card parallelization,2-s2.0-84923130628,2015,"Yoo, Youngjin;Prasloski, Thomas;Vavasour, Irene;MacKay, Alexander;Traboulsee, Anthony L.;Li, David K.B.;Tam, Roger C.",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,0,3,4,1,1,0
3435,Further investigation of safety monitoring guidelines based on magnetic resonance imaging lesion activity in multiple sclerosis clinical trials,2-s2.0-84922884328,2015,"Dong, Jing;Zhao, Yinshan;Petkau, A. John;Li, David K.B.;Riddehough, Andrew;Traboulsee, Anthony",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,0,0,0,0,0,0
3436,Increased spinal cord movements in cervical spondylotic myelopathy,2-s2.0-84908209175,2014,"Vavasour, Irene M.;Meyers, Sandra M.;Macmillan, Erin L.;Mädler, Burkhard;Li, David K.B.;Rauscher, Alexander;Vertinsky, Talia;Venu, Vic;Mackay, Alex L.;Curt, Armin",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,7,4,2,5,3,4
3437,Modeling the variability in brain morphology and lesion distribution in multiple sclerosis by deep learning,2-s2.0-84922270499,2014,"Brosch, Tom;Yoo, Youngjin;Li, David K.B.;Traboulsee, Anthony;Tam, Roger",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,2,3,2,1,2,1
3438,Deep learning of image features from unlabeled data for multiple sclerosis lesion segmentation,2-s2.0-84921773752,2014,"Yoo, Youngjin;Brosch, Tom;Traboulsee, Anthony;Li, David K.B.;Tam, Roger",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,3,4,4,3,4,4
3439,Magnetic resonance techniques for investigation of multiple sclerosis,2-s2.0-84911438370,2014,"MacKay, Alex;Laule, Cornelia;Li, David K.B.;Meyers, Sandra M.;Russell-Schulz, Bretta;Vavasour, Irene M.",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,1,0,2,1,0,0
3440,Modeling the variability in brain morphology and lesion distribution in multiple sclerosis by deep learning,2-s2.0-84906987758,2014,"Brosch, Tom;Yoo, Youngjin;Li, David K.B.;Traboulsee, Anthony;Tam, Roger",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,9,6,2,0,4,1
3441,Dehydration affects spinal cord cross-sectional area measurement on MRI in healthy subjects,2-s2.0-84905572044,2014,"Wang, C.;Tam, R. C.;Mackie, E.;Li, D. K.B.;Traboulsee, A. L.",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,0,0,1,0,2,1
3442,Detection of unusual increases in MRI lesion counts in individual multiple sclerosis patients,2-s2.0-84901799002,2014,"Zhao, Yinshan;Li, David K.B.;Petkau, A. John;Riddehough, Andrew;Traboulsee, Anthony",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,0,0,0,0,0,0
3443,Application and a proposed modification of the 2010 McDonald criteria for the diagnosis of multiple sclerosis in a Canadian cohort of patients with clinically isolated syndromes,2-s2.0-84896142651,2014,"Kang, H.;Metz, L. M.;Traboulsee, A. L.;Eliasziw, M.;Zhao, G. J.;Cheng, Y.;Zhao, Y.;Li, D. K.B.",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,5,2,0,2,1,0
3444,"Prevalence of extracranial venous narrowing on catheter venography in people with multiple sclerosis, their siblings, and unrelated healthy controls: A blinded, case-control study",2-s2.0-84892364408,2014,"Traboulsee, Anthony L.;Knox, Katherine B.;Machan, Lindsay;Zhao, Yinshan;Yee, Irene;Rauscher, Alexander;Klass, Darren;Szkup, Peter;Otani, Robert;Kopriva, David;Lala, Shanti;Li, David K.;Sadovnick, Dessa",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,14,9,6,5,3,1
3445,Multicenter measurements of myelin water fraction and geometric mean T <inf>2</inf>: Intra- and intersite reproducibility,2-s2.0-84888311439,2013,"Meyers, Sandra M.;Vavasour, Irene M.;Mädler, Burkhard;Harris, Trudy;Fu, Eric;Li, David K.B.;Traboulsee, Anthony L.;Mackay, Alex L.;Laule, Cornelia",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,7,10,7,6,2,4
3446,"Siponimod for patients with relapsing-remitting multiple sclerosis (BOLD): An adaptive, dose-ranging, randomised, phase 2 study",2-s2.0-84880327078,2013,"Selmaj, Krzysztof;Li, David K.B.;Hartung, Hans Peter;Hemmer, Bernhard;Kappos, Ludwig;Freedman, Mark S.;Stüve, Olaf;Rieckmann, Peter;Montalban, Xavier;Ziemssen, Tjalf;Auberson, Lixin Zhang;Pohlmann, Harald;Mercier, Francois;Dahlke, Frank;Wallström, Erik",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,25,19,20,22,20,12
3447,Magnetic resonance frequency shifts during acute MS lesion formation,2-s2.0-84881303922,2013,"Wiggermann, Vanessa;Torres, Enedino Hernández;Vavasour, Irene M.;Moore, G. R.Wayne;Laule, Cornelia;MacKay, Alex L.;Li, David K.B.;Traboulsee, Anthony;Rauscher, Alexander",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,5,5,3,4,2,1
3448,Pathological correlates of magnetic resonance imaging texture heterogeneity in multiple sclerosis,2-s2.0-84883299064,2013,"Zhang, Yunyan;Moore, G. R.Wayne;Laule, Cornelia;Bjarnason, Thorarin A.;Kozlowski, Piotr;Traboulsee, Anthony;Li, David K.B.",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,3,9,5,4,9,3
3449,What causes the hyperintense T<inf>2</inf>-weighting and increased short T<inf>2</inf> signal in the corticospinal tract?,2-s2.0-84875244109,2013,"Russell-Schulz, Bretta;Laule, Cornelia;Li, David K.B.;MacKay, Alex L.",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,2,2,2,0,1,1
3450,Scoring treatment response in patients with relapsing multiple sclerosis,2-s2.0-84876546564,2013,"Sormani, M. P.;Rio, J.;Tintorè, M.;Signori, A.;Li, D.;Cornelisse, P.;Stubinski, B.;Stromillo, M. L.;Montalban, X.;De Stefano, N.",Li,David,7405320868,Sensory Motor Systems & Movement Disorders,27,15,19,14,13,7
