,Last Name,First Name,Affiliation,Author ID,ORCID,Research Areas,Warning
699,Tham,Joseph Chun Wearn,"University of British Columbia, Faculty of Medicine",56062535000,,MEDI (20); NEUR (7); PSYC (1),
700,Thibeault,Amy,,,,,no authors found with current query
701,Thompson,Darren,The University of British Columbia,57203922653,,MEDI (1),
702,Thomson,Katharine,The University of British Columbia,57190261926,,SOCI (4); MEDI (2),
703,Thorpe,Marilyn,The University of British Columbia,57194687339,,MEDI (2),
704,To,Sharon,BC​ Children​'​​s Hospital,55918153300,,MEDI (20); IMMU (6); PSYC (5),
705,To,Agnes Shuk Ling,,,,,no authors found with current query
706,To,Ai Van Shelly,,,,,no authors found with current query
707,Tomita,Todd,Broadway Forensic Group,55911484000,,MEDI (7),
708,Torbicki,Karl,St. Paul's Hospital,15520232700,,MEDI (4); IMMU (1),
709,Trueman,Karen,,,,,no authors found with current query
710,Tsang,Nicole,The University of British Columbia,22836661200,,MEDI (2),
711,Tuka,Andrea,,,,,no authors found with current query
712,Udumaga,Ejike,,,,,no authors found with current query
713,Unger,Nathan R.,Gilead Sciences Incorporated,,,MEDI (27); PHAR (6); BIOC (2),
714,Uppal,Sonia,,,,,no authors found with current query
715,Uppal,Loveleen,,,,,no authors found with current query
716,Vallabh,Pravesh,,,,,no authors found with current query
717,Vallance,Maelor,,,,,no authors found with current query
718,van den Engh Cook,Michelle,,,,,no authors found with current query
719,Vanderwal,Tamara,"University of British Columbia, Faculty of Medicine",24177629100,,MEDI (34); NEUR (22); PSYC (10),
720,Varnals,Tyler,,,,,no authors found with current query
721,Vassar,Elizabeth,,,,,no authors found with current query
722,Vaughan,Mariko,"University of British Columbia, Faculty of Medicine",39162181700,,NEUR (3); MEDI (3),
723,Vella-Zarb,Rachel,,,,,no authors found with current query
724,Vidal Peralta,Bertha,,,,,no authors found with current query
725,Vigo,Daniel V.,"University of British Columbia, Faculty of Medicine",26538354800,0000-0002-4445-4122,MEDI (96); PSYC (13); NEUR (7),
726,Vik,Astrid,The University of British Columbia,58398155200,,MEDI (3); NEUR (2),
727,Vila-Rodriguez,Fidel,The University of British Columbia,24279161600,0000-0002-8273-8820,MEDI (265); NEUR (77); PSYC (34),
728,Vincent,Steven R.,"University of British Columbia, Faculty of Medicine",7202465328,,NEUR (121); BIOC (90); MEDI (38),
729,Vincent,Merville,,,,,no authors found with current query
730,Voutsilakos,Emorphea,,,,,no authors found with current query
731,Wald,Jaye L.,The University of British Columbia,7006071216,,PSYC (21); MEDI (18); HEAL (3),
732,Waller,Michelle,,,,,no authors found with current query
733,Walsh,Coleen,,,,,no authors found with current query
734,Walton,Georgia,The University of British Columbia,57220485135,,SOCI (1); PSYC (1); MEDI (1),
735,Wan,Jonathan Chee Ming,University College London Hospitals NHS Foundation Trust,,,MEDI (26); BIOC (12); CHEM (1),"first of multiple profiles found, criteria not met"
736,Wang,Jay Ching Chieh,"University of British Columbia, Faculty of Medicine",55545804900,,MEDI (29); NEUR (6); PSYC (2),
737,Wang,Peter T.C.,The University of British Columbia,55658418900,,BIOC (4),
738,Wang,Tina Kaiting,The University of British Columbia,57200854195,,BIOC (3),
739,Wang,Eugene Y.,Keck School of Medicine of USC,,,MEDI (19); NURS (2),"first of multiple profiles found, criteria not met"
740,Wanis,Wahan,,,,,no authors found with current query
741,Ward,Carol,The University of British Columbia,50162634300,,NEUR (1); MEDI (1),
742,Ward,David R.,Lawrence Berkeley National Laboratory,,,PHYS (1593); ENGI (65); MATH (33),"first of multiple profiles found, criteria not met"
743,Warrya,Gurvinder,,,,,no authors found with current query
744,Watler,Crosbie,,,,,no authors found with current query
745,Weideman,Rene,The University of British Columbia,6603343589,,PSYC (10); MEDI (9); HEAL (1),
746,Weinberg,Mark,Tel Aviv University,,,MEDI (18),"first of multiple profiles found, criteria not met"
747,Weitzner,Michael,Kaiser Permanente,,,MEDI (2),
748,Welgemoed,Marius,,,,,no authors found with current query
749,Westwell-Roper,Clara Y.,"University of British Columbia, Faculty of Medicine",35340268900,,MEDI (66); BIOC (14); IMMU (6),
750,White,Will,Massachusetts General Hospital,,,CENG (2),
751,Whittal,Maureen Leslie,,,,,no authors found with current query
752,Wicholas,Leslie,The University of British Columbia,56095007600,,MEDI (6),
753,Widajewicz,Witold,,,,,no authors found with current query
754,Wide,Jennifer K.,The University of British Columbia,6507869938,,NEUR (4); MEDI (1); PSYC (1),
755,Wiebe,Carl,The University of British Columbia,7003779266,,MEDI (1),
756,Wiehahn,George,,,,,no authors found with current query
757,Wieman,Cornelia,,,,,no authors found with current query
758,Wiens,Christian,The University of British Columbia,36710823300,,MEDI (3),
759,Wiese,Bonnie Sue,,,,,no authors found with current query
760,Wiggers,Joris,,,,,no authors found with current query
761,Wijeyesinghe,Angelo,,,,,no authors found with current query
762,Williams,Mathew Russell,NewYork-Presbyterian/Columbia University Irving Medical Center,,,MEDI (544); BIOC (9); ENGI (9),"first of multiple profiles found, criteria not met"
763,Williamson,Bradley T.,The University of British Columbia,57189374624,,MEDI (1),
764,Wilt,Frances,,,,,no authors found with current query
765,Wiseman,Stephen R.,St. Paul's Hospital,36904610600,,MEDI (4); PHAR (1),
766,Olasińska-Wiśniewska,Anna,Poznan University of Medical Sciences,,,MEDI (160); BIOC (34); CHEM (5),"first of multiple profiles found, criteria not met"
767,Witt,Kortney,,,,,no authors found with current query
768,Woldum,Evan,The University of British Columbia,57210804367,,SOCI (3); MEDI (2); NURS (1),
769,Wolverton,Annie,BC​ Children​'​​s Hospital,35728017000,,MEDI (2),
770,Wong,Gloria,The University of British Columbia,37022195400,,NEUR (1),
771,Wong,Julias S.,Dana-Farber Cancer Institute,,,MEDI (147); BIOC (37); PHYS (22),"first of multiple profiles found, criteria not met"
772,Wong,Wallace,,,,,no authors found with current query
773,Wong,Angela,"University of British Columbia, Faculty of Dentistry",58195293500,,MEDI (2); DENT (1); BIOC (1),
774,Wong,Monique,,,,,no authors found with current query
775,Woo,Sai Ming Simon,,,,,no authors found with current query
776,Woodward,Kristine Elizabeth,Cumming School of Medicine,,,MEDI (21); NEUR (5); CHEM (4),"first of multiple profiles found, criteria not met"
777,Woodward,Todd Stephen,The University of British Columbia,7102848867,0000-0001-8083-0079,MEDI (203); NEUR (133); PSYC (126),
778,Wrixon,Katherine,,,,,no authors found with current query
779,Wu,Jiong,Fudan University,,,MEDI (292); BIOC (173); AGRI (9),"first of multiple profiles found, criteria not met"
780,Wynn,Kathryn,,,,,no authors found with current query
781,Yamamoto,Aiko,"St. Paul's Hospital, Vancouver",57201999867,,MEDI (6); PSYC (3); NEUR (2),
782,Yashchuk,Olga,,,,,no authors found with current query
783,Yaxley,David,The University of British Columbia,36244723700,,MEDI (1); PSYC (1),
784,Ye,June,,,,,no authors found with current query
785,Yeh,Jennifer N.,The University of British Columbia,8937566000,,MEDI (1),
786,Yeung,Anthony,BC Children's Hospital Research Institute,57189684005,,BIOC (1),
787,Yew,Debra,,,,,no authors found with current query
788,Yoo,Jaeyun,,,,,no authors found with current query
789,Young,Quincy Robyn,"St. Paul's Hospital, Vancouver",36957602900,,MEDI (24); NURS (5); PSYC (1),
790,Young,Catherine A.,Texas A&amp;M University College of Medicine,,,MEDI (12); ENGI (2); MATE (2),"first of multiple profiles found, criteria not met"
791,Ching,Yutai,National Yang Ming Chiao Tung University,,,COMP (78); ENGI (31); PHYS (18),"first of multiple profiles found, criteria not met"
792,Yuen,Gloria Gee-Wing,,,,,no authors found with current query
793,Yung,Gordon L.,Critical Care,,,MEDI (64); BIOC (2); HEAL (2),
794,Yuswack,Timothy,,,,,no authors found with current query
795,Zaghloul,Emad,,,,,no authors found with current query
796,Zaitzow,Michael,,,,,no authors found with current query
797,Zanozin,Dmitrij,,,,,no authors found with current query
798,Zhang,Paige,The University of British Columbia,57203910791,,MEDI (1),
799,Zhang,Dajiang,Children’s Hospital of Fudan University,,,MEDI (2),
800,Zhou,Crystal,,,,,no authors found with current query
801,Zwicker,Amy E.,Vancouver General Hospital,14020816600,,MEDI (3); PSYC (2); NEUR (1),
