,title,eid,publication year,authors,last name,first name,member id
137,The Neuropsychology of Male Adults With High-Functioning Autism or Asperger Syndrome,2-s2.0-84931416879,2014,"Wilson, C. Ellie;Happé, Francesca;Wheelwright, Sally J.;Ecker, Christine;Lombardo, Michael V.;Johnston, Patrick;Daly, Eileen;Murphy, Clodagh M.;Spain, Debbie;Lai, Meng Chuan;Chakrabarti, Bhismadev;Sauter, Disa A.;Baron-Cohen, Simon;Murphy, Declan G.M.;Bailey, Anthony J.;Bolton, Patrick F.;Bullmore, Edward T.;Carrington, Sarah;Catani, Marco;Craig, Michael C.;Daly, Eileen M.;Deoni, Sean C.L.;Henty, Julian;Jezzard, Peter;Jones, Derek K.;Madden, Anya;Mullins, Diane;Pasco, Greg;Ruigrok, Amber N.V.;Sadek, Susan A.;Stewart, Rose;Suckling, John;Williams, Steven C.",Bailey,Anthony J.,7402596134
138,Abnormal functional activation and maturation of fronto-striato-temporal and cerebellar regions during sustained attention in autism spectrum disorder,2-s2.0-84907516411,2014,"Murphy, Clodagh M.;Christakou, Anastasia;Daly, Eileen M.;Ecker, Christine;Giampietro, Vincent;Brammer, Michael;Smith, Anna B.;Johnston, Patrick;Robertson, Dene M.;Murphy, Declan G.;Rubia, Katya;Bailey, A. J.;Baron-Cohen, S.;Bolton, P. F.;Bullmore, E. T.;Carrington, S.;Chakrabarti, B.;Deoni, S. C.;Happe, F.;Henty, J.;Jezzard, P.;Jones, D. K.;Lombardo, M.;Madden, A.;Mullins, D.;Pasco, G.;Sadek, S.;Spain, D.;Steward, R.;Suckling, J.;Wheelwright, S.;Williams, S. C.",Bailey,Anthony J.,7402596134
139,"Disorder-specific functional abnormalities during temporal discounting in youth with Attention Deficit Hyperactivity Disorder (ADHD), Autism and comorbid ADHD and Autism",2-s2.0-84903821470,2014,"Chantiluke, Kaylita;Christakou, Anastasia;Murphy, Clodagh M.;Giampietro, Vincent;Daly, Eileen M.;Ecker, Christina;Brammer, Michael;Murphy, Declan G.;Rubia, Katya;Bailey, A. J.;Baron-Cohen, S.;Bolton, P. F.;Bullmore, E. T.;Carrington, S.;Chakrabarti, B.;Daly, E. M.;Deoni, S. C.;Happe, F.;Henty, J.;Jezzard, P.;Johnston, P.;Jones, D. K.;Lai, M. C.;Lombardo, M. V.;Madden, A.;Mullins, D.;Murphy, C. M.;Pasco, G.;Sadek, S.;Spain, D.;Steward, R.;Suckling, J.;Wheelwright, S.;Williams, S. C.",Bailey,Anthony J.,7402596134
140,The impact of the metabotropic glutamate receptor and other gene family interaction networks on autism,2-s2.0-84902504072,2014,"Hadley, Dexter;Wu, Zhi Liang;Kao, Charlly;Kini, Akshata;Mohamed-Hadley, Alisha;Thomas, Kelly;Vazquez, Lyam;Qiu, Haijun;Mentch, Frank;Pellegrino, Renata;Kim, Cecilia;Connolly, John;Glessner, Joseph;Hakonarson, Hakon;Pinto, Dalila;Merikangas, Alison;Klei, Lambertus;Vorstman, Jacob A.S.;Thompson, Ann;Regan, Regina;Pagnamenta, Alistair T.;Oliveira, Bárbara;Magalhaes, Tiago R.;Gilbert, John;Duketis, Eftichia;De Jonge, Maretha V.;Cuccaro, Michael;Correia, Catarina T.;Conroy, Judith;Conceiça, Inês C.;Chiocchetti, Andreas G.;Casey, Jillian P.;Bolshakova, Nadia;Bacchelli, Elena;Anney, Richard;Zwaigenbaum, Lonnie;Wittemeyer, Kerstin;Wallace, Simon;Van Engeland, Herman;Soorya, Latha;Rogé, Bernadette;Roberts, Wendy;Poustka, Fritz;Mouga, Susana;Minshew, Nancy;McGrew, Susan G.;Lord, Catherine;Leboyer, Marion;Le Couteur, Ann S.;Kolevzon, Alexander;Jacob, Suma;Guter, Stephen;Green, Jonathan;Green, Andrew;Gillberg, Christopher;Fernandez, Bridget A.;Duque, Frederico;Delorme, Richard;Dawson, Geraldine;Brennan, Sean;Bourgeron, Thomas;Bolton, Patrick F.;Bölte, Sven;Bernier, Raphael;Baird, Gillian;Bailey, Anthony J.;Anagnostou, Evdokia;Wijsman, Ellen M.;Vieland, Veronica J.;Vicente, Astrid M.;Schellenberg, Erard D.;Pericak-Vance, Margaret;Paterson, Andrew D.;Parr, Jeremy R.;Oliveira, Guiomar;Almeida, Joana;Café, Cátia;Nurnberger, John I.;Monaco, Anthony P.;Maestrini, Elena;Klauck, Sabine M.;Haines, Jonathan L.;Geschwind, Daniel H.;Freitag, Christine M.;Folstein, Susan E.;Ennis, Sean;Coon, Hilary;Battaglia, Agatino;Szatmari, Peter;Sutcliffe, James S.;Hallmayer, Joachim;Gill, Michael;Cook, Edwin H.;Buxbaum, Joseph D.;Devlin, Bernie;Gallagher, Louise;Betancur, Catalina;Scherer, Stephen W.",Bailey,Anthony J.,7402596134
141,Convergence of genes and cellular pathways dysregulated in autism spectrum disorders,2-s2.0-84899918742,2014,"Pinto, Dalila;Delaby, Elsa;Merico, Daniele;Barbosa, Mafalda;Merikangas, Alison;Klei, Lambertus;Thiruvahindrapuram, Bhooma;Xu, Xiao;Ziman, Robert;Wang, Zhuozhi;Vorstman, Jacob A.S.;Thompson, Ann;Regan, Regina;Pilorge, Marion;Pellecchia, Giovanna;Pagnamenta, Alistair T.;Oliveira, Bárbara;Marshall, Christian R.;Magalhaes, Tiago R.;Lowe, Jennifer K.;Howe, Jennifer L.;Griswold, Anthony J.;Gilbert, John;Duketis, Eftichia;Dombroski, Beth A.;De Jonge, Maretha V.;Cuccaro, Michael;Crawford, Emily L.;Correia, Catarina T.;Conroy, Judith;Conceição, Inês C.;Chiocchetti, Andreas G.;Casey, Jillian P.;Cai, Guiqing;Cabrol, Christelle;Bolshakova, Nadia;Bacchelli, Elena;Anney, Richard;Gallinger, Steven;Cotterchio, Michelle;Casey, Graham;Zwaigenbaum, Lonnie;Wittemeyer, Kerstin;Wing, Kirsty;Wallace, Simon;Van Engeland, Herman;Tryfon, Ana;Thomson, Susanne;Soorya, Latha;Rogé, Bernadette;Roberts, Wendy;Poustka, Fritz;Mouga, Susana;Minshew, Nancy;McInnes, L. Alison;McGrew, Susan G.;Lord, Catherine;Leboyer, Marion;Le Couteur, Ann S.;Kolevzon, Alexander;Jiménez González, Patricia;Jacob, Suma;Holt, Richard;Guter, Stephen;Green, Jonathan;Green, Andrew;Gillberg, Christopher;Fernandez, Bridget A.;Duque, Frederico;Delorme, Richard;Dawson, Geraldine;Chaste, Pauline;Café, Cátia;Brennan, Sean;Bourgeron, Thomas;Bolton, Patrick F.;Bölte, Sven;Bernier, Raphael;Baird, Gillian;Bailey, Anthony J.;Anagnostou, Evdokia;Almeida, Joana;Wijsman, Ellen M.;Vieland, Veronica J.;Vicente, Astrid M.;Schellenberg, Gerard D.;Pericak-Vance, Margaret;Paterson, Andrew D.;Parr, Jeremy R.;Oliveira, Guiomar;Nurnberger, John I.;Monaco, Anthony P.;Maestrini, Elena;Klauck, Sabine M.;Hakonarson, Hakon;Haines, Jonathan L.;Geschwind, Daniel H.;Freitag, Christine M.;Folstein, Susan E.;Ennis, Sean",Bailey,Anthony J.,7402596134
142,Autism treatment research,2-s2.0-84894360362,2014,"Bailey, Anthony",Bailey,Anthony J.,7402596134
143,Genetic relationship between five psychiatric disorders estimated from genome-wide SNPs,2-s2.0-84883465830,2013,"Lee, S. Hong;Ripke, Stephan;Neale, Benjamin M.;Faraone, Stephen V.;Purcell, Shaun M.;Perlis, Roy H.;Mowry, Bryan J.;Thapar, Anita;Goddard, Michael E.;Witte, John S.;Absher, Devin;Agartz, Ingrid;Akil, Huda;Amin, Farooq;Andreassen, Ole A.;Anjorin, Adebayo;Anney, Richard;Anttila, Verneri;Arking, Dan E.;Asherson, Philip;Azevedo, Maria H.;Backlund, Lena;Badner, Judith A.;Bailey, Anthony J.;Banaschewski, Tobias;Barchas, Jack D.;Barnes, Michael R.;Barrett, Thomas B.;Bass, Nicholas;Battaglia, Agatino;Bauer, Michael;Bayés, Mònica;Bellivier, Frank;Bergen, Sarah E.;Berrettini, Wade;Betancur, Catalina;Bettecken, Thomas;Biederman, Joseph;Binder, Elisabeth B.;Black, Donald W.;Blackwood, Douglas H.R.;Bloss, Cinnamon S.;Boehnke, Michael;Boomsma, Dorret I.;Breen, Gerome;Breuer, René;Bruggeman, Richard;Cormican, Paul;Buccola, Nancy G.;Buitelaar, Jan K.;Bunney, William E.;Buxbaum, Joseph D.;Byerley, William F.;Byrne, Enda M.;Caesar, Sian;Cahn, Wiepke;Cantor, Rita M.;Casas, Miguel;Chakravarti, Aravinda;Chambert, Kimberly;Choudhury, Khalid;Cichon, Sven;Cloninger, C. Robert;Collier, David A.;Cook, Edwin H.;Coon, Hilary;Cormand, Bru;Corvin, Aiden;Coryell, William H.;Craig, David W.;Craig, Ian W.;Crosbie, Jennifer;Cuccaro, Michael L.;Curtis, David;Czamara, Darina;Datta, Susmita;Dawson, Geraldine;Day, Richard;De Geus, Eco J.;Degenhardt, Franziska;Djurovic, Srdjan;Donohoe, Gary J.;Doyle, Alysa E.;Duan, Jubao;Dudbridge, Frank;Duketis, Eftichia;Ebstein, Richard P.;Edenberg, Howard J.;Elia, Josephine;Ennis, Sean;Etain, Bruno;Fanous, Ayman;Farmer, Anne E.;Ferrier, I. Nicol;Flickinger, Matthew;Fombonne, Eric;Foroud, Tatiana;Frank, Josef;Franke, Barbara;Fraser, Christine",Bailey,Anthony J.,7402596134
144,New interview and observation measures of the broader autism phenotype: Impressions of interviewee measure,2-s2.0-84883192652,2013,"Pickles, A.;Parr, J. R.;Rutter, M. L.;De Jonge, M. V.;Wallace, S.;Le Couteur, A. S.;Van Engeland, H.;Wittemeyer, K.;McConachie, H.;Roge, B.;Mantoulan, C.;Pedersen, L.;Isager, T.;Poustka, F.;Bolte, S.;Bolton, P.;Weisblatt, E.;Green, J.;Papanikolaou, K.;Bailey, A. J.",Bailey,Anthony J.,7402596134
145,Enhanced access to early visual processing of perceptual simultaneity in autism spectrum disorders,2-s2.0-84880308447,2013,"Falter, Christine M.;Braeutigam, Sven;Nathan, Roger;Carrington, Sarah;Bailey, Anthony J.",Bailey,Anthony J.,7402596134
146,Inter-regional cortical thickness correlations are associated with autistic symptoms: A machine-learning approach,2-s2.0-84874438332,2013,"Sato, João Ricardo;Hoexter, Marcelo Queiroz;Oliveira, Pedro Paulo de Magalhães;Brammer, Michael John;Murphy, Declan;Ecker, Christine;Bailey, A. J.;Baron-Cohen, S.;Bolton, P. F.;Bullmore, E. T.;Carrington, S.;Chakrabarti, B.;Daly, E. M.;Deoni, S. C.;Happe, F.;Henty, J.;Jezzard, P.;Johnston, P.;Jones, D. K.;Lai, M. C.;Lombardo, M. V.;Madden, A.;Mullins, D.;Murphy, C. M.;Pasco, G.;Sadek, S.;Spain, D.;Steward, R.;Suckling, J.;Wheelwright, S.;Williams, S. C.",Bailey,Anthony J.,7402596134
147,"Autism: Towards an integration of clinical, genetic, neuropsychological, and neurobiological perspectives",2-s2.0-85068784312,2013,"Bailey, Anthony;Phillips, Wendy;Rutler, Michael",Bailey,Anthony J.,7402596134
148,A clinicopathological study of autism,2-s2.0-85068777249,2013,"Bailey, A.;Luthert, P.;Dean, A.;Harding, B.;Janota, I.;Montgomery, M.;Rutter, M.;Lantos, P.",Bailey,Anthony J.,7402596134
149,Autism as a strongly genetic disorder: Evidence from a british twin study,2-s2.0-85068766231,2013,"Bailey, A.;Le Couteur, A.;Gottesman, I.;Bolton, P.;Simonoff, E.;Yuzda, E.;Rutter, M.",Bailey,Anthony J.,7402596134
150,Predicting the Survival of Patients With Cancer From Their Initial Oncology Consultation Document Using Natural Language Processing,2-s2.0-85148966283,2023,"Nunez, John Jose;Leung, Bonnie;Ho, Cheryl;Bates, Alan T.;Ng, Raymond T.",Bates,Alan Thomas,7102492953
151,Population-based comparison of cancer survival outcomes in patients with and without psychiatric disorders,2-s2.0-85135803331,2022,"Benny, Alexander;McLay, Mary;Callaghan, Russell C.;Bates, Alan;Olson, Robert",Bates,Alan Thomas,7102492953
152,How do I work with fertility loss as a pregnant therapist? A case study and discussion about pregnancy self-disclosure in the oncology setting,2-s2.0-85112544370,2022,"McDonald, Melanie;Rappaport, Amy;Bates, Alan",Bates,Alan Thomas,7102492953
153,“What We Want Is More Access … ”: Experiences of Supportive Cancer Care and Strategies for Advancement in a Canadian Provincial Cancer Care Organization,2-s2.0-85108787237,2021,"Avery, Jonathan;Schulte, Hannah K.;Campbell, Kristin L.;Bates, Alan;McCune, Lisa;Howard, Amanda Fuchsia",Bates,Alan Thomas,7102492953
154,Patient-reported psychosocial needs and psychological distress predict survival in geriatric oncology patients,2-s2.0-85096387025,2021,"Leung, Bonnie;Shokoohi, Aria;Bates, Alan;Ho, Cheryl",Bates,Alan Thomas,7102492953
155,Patient-reported psychosocial distress in adolescents and young adults with germ cell tumours,2-s2.0-85089979798,2021,"Soleimani, M.;Kollmannsberger, C.;Bates, A.;Leung, B.;Ho, Cheryl",Bates,Alan Thomas,7102492953
156,Distinct Features of Psychosocial Distress of Adolescents and Young Adults with Cancer Compared to Adults at Diagnosis: Patient-Reported Domains of Concern,2-s2.0-85089301156,2020,"Smrke, Alannah;Leung, Bonnie;Srikanthan, Amirrtha;McDonald, Melanie;Bates, Alan;Ho, Cheryl",Bates,Alan Thomas,7102492953
157,Emotional distress and psychosocial needs in patients with breast cancer in British Columbia: younger versus older adults,2-s2.0-85076523922,2020,"Naik, Hiten;Leung, Bonnie;Laskin, Janessa;McDonald, Melanie;Srikanthan, Amirrtha;Wu, Jonn;Bates, Alan;Ho, Cheryl",Bates,Alan Thomas,7102492953
158,Assessing the psychosocial needs of newly diagnosed patients with nonsmall cell lung cancer: Identifying factors associated with distress,2-s2.0-85062331271,2019,"Leung, Bonnie;Laskin, Janessa;Wu, Jonn;Bates, Alan;Ho, Cheryl",Bates,Alan Thomas,7102492953
159,Psychosocial distress scores and needs among newly diagnosed sarcoma patients: A provincial experience,2-s2.0-85069203489,2019,"Srikanthan, Amirrtha;Leung, Bonnie;Shokoohi, Aria;Smrke, Alannah;Bates, Alan;Ho, Cheryl",Bates,Alan Thomas,7102492953
160,Exercise as medicine: An evidence-based treatment for depression,2-s2.0-85014422985,2017,"Remick, Ronald A.;Evans, Anush;Bates, Alan",Bates,Alan Thomas,7102492953
161,Addressing existential suffering,2-s2.0-84971528850,2016,"Bates, Alan T.",Bates,Alan Thomas,7102492953
162,Reduced event-related low frequency EEG activity in patients with early onset schizophrenia and their unaffected siblings,2-s2.0-84927911287,2015,"Simmonite, Molly;Bates, Alan Thomas;Groom, Madeleine;Hollis, Chris;Liddle, Peter Francis",Bates,Alan Thomas,7102492953
163,Understanding death with limited experience in life: Dying children's and adolescents' understanding of their own terminal illness and death,2-s2.0-84927701115,2015,"Bates, Alan T.;Kearney, Julia A.",Bates,Alan Thomas,7102492953
164,Understanding and treating delirium,2-s2.0-85024493048,2014,"Bates, Alan T.;Alici, Yesne",Bates,Alan Thomas,7102492953
165,Inefficient cerebral recruitment as a vulnerability marker for schizophrenia,2-s2.0-84873883851,2013,"Liddle, E. B.;Bates, A. T.;Das, D.;White, T. P.;Groom, M. J.;Jansen, M.;Jackson, G. M.;Hollis, C.;Liddle, P. F.",Bates,Alan Thomas,7102492953
166,"Cytomegalovirus antibodies are associated with mood disorders, suicide, markers of neuroinflammation, and microglia activation in postmortem brain samples",2-s2.0-85163724449,2023,"Zheng, Haixia;Webster, Maree J.;Weickert, Cynthia Shannon;Beasley, Clare L.;Paulus, Martin P.;Yolken, Robert H.;Savitz, Jonathan",Beasley,Clare Louise,7102979717
167,"Severe symptoms predict salivary interleukin-6, interleukin-1β, and tumor necrosis factor-α levels in children and youth with obsessive-compulsive disorder",2-s2.0-85124810300,2022,"Westwell-Roper, Clara;Best, John R.;Naqqash, Zainab;Au, Antony;Lin, Boyee;Lu, Cynthia;Shao, Li;Beasley, Clare L.;Stewart, S. Evelyn",Beasley,Clare Louise,7102979717
168,Diffusion kurtosis imaging of white matter in bipolar disorder,2-s2.0-85112558408,2021,"Goghari, Vina M.;Kusi, Mavis;Shakeel, Mohammed K.;Beasley, Clare;David, Szabolcs;Leemans, Alexander;De Luca, Alberto;Emsell, Louise",Beasley,Clare Louise,7102979717
169,Diminished levels of the chemokine fractalkine in post-mortem prefrontal cortex in schizophrenia but not bipolar disorder,2-s2.0-85085477924,2021,"Hill, Sarah L.;Shao, Li;Beasley, Clare L.",Beasley,Clare Louise,7102979717
170,Decreased medial entorhinal cortical thickness in olanzapine exposed female rats is not ameliorated by exercise,2-s2.0-85076317124,2020,"Woodward, M. L.;Ker, A. H.;Barr, A. M.;Beasley, C. L.;Hercher, C.;Boyda, H. N.;Procyshyn, R. M.;Honer, W. G.;Lang, D. J.",Beasley,Clare Louise,7102979717
171,Prefrontal fatty acid composition in schizophrenia and bipolar disorder: Association with reelin expression,2-s2.0-85020070812,2020,"Beasley, Clare L.;Honer, William G.;Ramos-Miguel, Alfredo;Vila-Rodriguez, Fidel;Barr, Alasdair M.",Beasley,Clare Louise,7102979717
172,The SNAP25 Interactome in Ventromedial Caudate in Schizophrenia Includes the Mitochondrial Protein ARF1,2-s2.0-85060347156,2019,"Ramos-Miguel, Alfredo;Barakauskas, Vilte;Alamri, Jehan;Miyauchi, Masatoshi;Barr, Alasdair M.;Beasley, Clare L.;Rosoklija, Gorazd;Mann, J. John;Dwork, Andrew J.;Moradian, Annie;Morin, Gregg B.;Honer, William G.",Beasley,Clare Louise,7102979717
173,Reduced SNAP25 Protein Fragmentation Contributes to SNARE Complex Dysregulation in Schizophrenia Postmortem Brain,2-s2.0-85059699354,2019,"Ramos-Miguel, Alfredo;Gicas, Kristina;Alamri, Jehan;Beasley, Clare L.;Dwork, Andrew J.;Mann, J. John;Rosoklija, Gorazd;Cai, Fang;Song, Weihong;Barr, Alasdair M.;Honer, William G.",Beasley,Clare Louise,7102979717
174,Evidence for altered cell membrane lipid composition in postmortem prefrontal white matter in bipolar disorder and schizophrenia,2-s2.0-85027983208,2017,"Ghosh, Sanjoy;Dyer, Roger A.;Beasley, Clare L.",Beasley,Clare Louise,7102979717
175,Neuroadaptations to antipsychotic drugs: Insights from pre-clinical and human post-mortem studies,2-s2.0-85008951025,2017,"Amato, Davide;Beasley, Clare L.;Hahn, Margaret K.;Vernon, Anthony C.",Beasley,Clare Louise,7102979717
176,Quantitative mass spectrometry reveals changes in SNAP-25 isoforms in schizophrenia,2-s2.0-84959871208,2016,"Barakauskas, Vilte E.;Moradian, Annie;Barr, Alasdair M.;Beasley, Clare L.;Rosoklija, Gorazd;Mann, J. John;Ilievski, Boro;Stankov, Aleksandar;Dwork, Andrew J.;Falkai, Peter;Morin, Gregg B.;Honer, William G.",Beasley,Clare Louise,7102979717
177,Deficits in axon-associated proteins in prefrontal white matter in bipolar disorder but not schizophrenia,2-s2.0-84976632105,2016,"Shao, Li;Golbaz, Khashayar;Honer, William G.;Beasley, Clare L.",Beasley,Clare Louise,7102979717
178,Loss of Munc18-1 long splice variant in GABAergic terminals is associated with cognitive decline and increased risk of dementia in a community sample,2-s2.0-84949431477,2015,"Ramos-Miguel, Alfredo;Hercher, Christa;Beasley, Clare L.;Barr, Alasdair M.;Bayer, Thomas A.;Falkai, Peter;Leurgans, Sue E.;Schneider, Julie A.;Bennett, David A.;Honer, William G.",Beasley,Clare Louise,7102979717
179,Increased SNARE Protein-Protein Interactions in Orbitofrontal and Anterior Cingulate Cortices in Schizophrenia,2-s2.0-84934914822,2015,"Ramos-Miguel, Alfredo;Beasley, Clare L.;Dwork, Andrew J.;Mann, J. John;Rosoklija, Gorazd;Barr, Alasdair M.;Honer, William G.",Beasley,Clare Louise,7102979717
180,Exercise prevents downregulation of hippocampal presynaptic proteins following olanzapine-elicited metabolic dysregulation in rats: Distinct roles of inhibitory and excitatory terminals,2-s2.0-84934963511,2015,"Ramos-Miguel, A.;Honer, W. G.;Boyda, H. N.;Sawada, K.;Beasley, C. L.;Procyshyn, R. M.;Barr, A. M.",Beasley,Clare Louise,7102979717
181,"Effects of haloperidol and clozapine administration on oxidative stress in rat brain, liver and serum",2-s2.0-84922962770,2015,"Andreazza, Ana C.;Barakauskas, Vilte E.;Fazeli, Salar;Feresten, Abigail;Shao, Li;Wei, Vivien;Wu, Che Hsuan;Barr, Alasdair M.;Beasley, Clare L.",Beasley,Clare Louise,7102979717
182,Evidence for morphological alterations in prefrontal white matter glia in schizophrenia and bipolar disorder,2-s2.0-84908263148,2014,"Hercher, Christa;Chopra, Vikramjit;Beasley, Clare L.",Beasley,Clare Louise,7102979717
183,Proteomic and metabolomic evidence for glial alterations in schizophrenia,2-s2.0-84925714514,2014,"Beasley, Clare L.;Barakauskas, Vilte E.",Beasley,Clare Louise,7102979717
184,Proteomic and metabolomic evidence for glial alterations in schizophrenia,2-s2.0-84928336997,2014,"Beasley, Clare L.;Barakauskas, Vilte E.",Beasley,Clare Louise,7102979717
185,Effects of chronic exercise and treatment with the antipsychotic drug olanzapine on hippocampal volume in adult female rats,2-s2.0-84887324652,2013,"Barr, A. M.;Wu, C. H.;Wong, C.;Hercher, C.;Töpfer, E.;Boyda, H. N.;Procyshyn, R. M.;Honer, W. G.;Beasley, C. L.",Beasley,Clare Louise,7102979717
186,"Increased hippocampal neurogenesis and p21 expression in depression: Dependent on antidepressants, sex, age, and antipsychotic exposure",2-s2.0-84884283816,2013,"Epp, Jonathan R.;Beasley, Clare L.;Galea, Liisa Am",Beasley,Clare Louise,7102979717
187,Increased expression of glial fibrillary acidic protein in prefrontal cortex in psychotic illness,2-s2.0-84884144854,2013,"Feresten, Abigail H.;Barakauskas, Vilte;Ypsilanti, Athena;Barr, Alasdair M.;Beasley, Clare L.",Beasley,Clare Louise,7102979717
188,Glucocorticoids increase protein carbonylation and mitochondrial dysfunction,2-s2.0-84884412831,2013,"Tang, V. M.;Young, A. H.;Tan, H.;Beasley, C.;Wang, J. F.",Beasley,Clare Louise,7102979717
189,Kierkegaard and mood disorders,2-s2.0-85147226242,2023,"Benning, Tony",Benning,Tony B.,57212434003
190,The imaginal and the pathological: Jung’s Red Book and its Nietzschean and Hildergardian antecedents,2-s2.0-85136460506,2023,"Benning, Tony B.",Benning,Tony B.,57212434003
191,Depression and mysticism: Case report and literature review.,2-s2.0-85108417362,2021,"Benning, Tony B.;Harris, Kylie P.;Rominger, Ryan",Benning,Tony B.,57212434003
192,Delayed diagnosis of the physio-kundalini syndrome: Case report and literature review.,2-s2.0-85057252846,2019,"Benning, Tony B.;Harris, Kylie P.;Rominger, Ryan",Benning,Tony B.,57212434003
193,Frantz fanon and the decolonization of psychiatry,2-s2.0-85048286119,2017,"Benning, Tony B.",Benning,Tony B.,57212434003
194,Should Psychiatrists Resurrect the Body?,2-s2.0-85020346243,2016,"Benning, Tony B.",Benning,Tony B.,57212434003
195,No such thing as mental illness? Critical reflections on the major ideas and legacy of Thomas Szasz,2-s2.0-84999723674,2016,"Benning, Tony B.",Benning,Tony B.,57212434003
196,Limitations of the biopsychosocial model in psychiatry,2-s2.0-84992367876,2015,"Benning, Tony B.",Benning,Tony B.,57212434003
197,"Western and indigenous conceptualizations of self, depression, and its healing",2-s2.0-84904057781,2014,"Benning, Tony B.",Benning,Tony B.,57212434003
198,Dexmedetomidine Use in Intensive Care Unit Sedation and Postoperative Recovery in Elderly Patients Post-Cardiac Surgery (DIRECT),2-s2.0-85120678378,2022,"Chitnis, Shruti;Mullane, Darren;Brohan, Janette;Noronha, Andrea;Paje, Howard;Grey, Rebecca;Bhalla, Rishi K.;Sidhu, Jesse;Klein, Rael",Bhalla,Rishi K.,8743293100
199,The relationship between theory of mind and cognition in Alzheimer’s disease: A systematic review,2-s2.0-85078592002,2020,"Lucena, Aline Tavares De;Bhalla, Rishi K.;Belfort Almeida Dos Santos, Tatiana Teresa;Dourado, Marcia Cristina Nascimento",Bhalla,Rishi K.,8743293100
200,A 9-year neuropsychological report of a patient with LGI1-associated limbic encephalitis,2-s2.0-85067566894,2019,"Zangrandi, Andrea;Gasparini, Federico;Marti, Alessandro;Bhalla, Rishi;Napoli, Manuela;Angelini, Damiano;Ghidoni, Enrico;Rizzi, Romana",Bhalla,Rishi K.,8743293100
201,Cognitive functioning and late-life depression,2-s2.0-84901650910,2014,"Koenig, Aaron M.;Bhalla, Rishi K.;Butters, Meryl A.",Bhalla,Rishi K.,8743293100
202,Randomized feasibility trial of the Scleroderma Patient-centered Intervention Network Self-Management (SPIN-SELF) Program,2-s2.0-85125569729,2022,"Kwakkenbos, Linda;Østbø, Nora;Carrier, Marie Eve;Nielson, Warren R.;Fedoruk, Claire;Levis, Brooke;Henry, Richard S.;Pope, Janet;Frech, Tracy;Gholizadeh, Shadi;Johnson, Sindhu R.;Piotrowski, Pamela;Jewett, Lisa R.;Gordon, Jessica;Chung, Lorinda;Bilsker, Dan;Tao, Lydia;Turner, Kimberly A.;Cumin, Julie;Welling, Joep;Fortuné, Catherine;Leite, Catarina;Gottesman, Karen;Sauvé, Maureen;Reyna, Tatiana Sofia Rodriguez;Hudson, Marie;Larche, Maggie;van Breda, Ward;Suarez-Almazor, Maria E.;Bartlett, Susan J.;Malcarne, Vanessa L.;Mayes, Maureen D.;Boutron, Isabelle;Mouthon, Luc;Benedetti, Andrea;Thombs, Brett D.;Hummers, Laura K.;Riggs, Robert;Assassi, Shervin;El-Baalbaki, Ghassan;Ells, Carolyn;Fligelstone, Kim;Gietzen, Amy;Guillot, Geneviève;Harel, Daphna;Hinchcliff, Monique;Nguyen, Christelle;Rannou, François;Nielsen, Karen;Richard, Michelle;Schouffoer, Anne A.;Agard, Christian;Abdallah, Nassim Ait;Albert, Alexandra;André, Marc;Bernstein, Elana J.;Berthier, Sabine;Bissonnette, Lyne;Bruns, Alessandra;Casadevall, Marion;Chaigne, Benjamin;Correia, Chase;Crichi, Benjamin;Domsic, Robyn;Dunne, James V.;Dunogue, Bertrand;Fare, Regina;Farge-Bancel, Dominique;Fortin, Paul R.;Granel-Rey, Brigitte;Gyger, Genevieve;Hachulla, Eric;Herrick, Ariane L.;Hoa, Sabrina;Ikic, Alena;Jones, Niall;Khalidi, Nader;Lambert, Marc;Launay, David;Maillard, Hélène;Maltez, Nancy;Manning, Joanne;Marie, Isabelle;Martin, Maria;Martin, Thierry;Masetto, Ariel;Maurier, François;Mekinian, Arsene;Melchor, Sheila;Nikpour, Mandana;Olagne, Louis;Poindron, Vincent;Proudman, Susanna;Régent, Alexis;Rivière, Sébastien;Robinson, David;Rodriguez, Esther;Roux, Sophie;Smets, Perrine;Sobanski, Vincent",Bilsker,Dan,57203574310
