,Last Name,First Name,Affiliation,City,Country,Scopus Author ID,ORCID,Research Areas,Warnings
187,Drabkin,Rodney,,"['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']",6701658742,,MEDI (1),affiliation not in list
188,Drance,Elisabeth,The University of British Columbia,"['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']",14424084600,,SOCI (6); MEDI (4); ARTS (3),
189,Driscoll,Miriam,The University of British Columbia,"['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']",56611493100,,MEDI (19); PSYC (4); BIOC (3),
190,Drouillard,Natalie,The University of British Columbia,"['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']",55605236300,,MEDI (1),
191,Dua,Vikram,,,,,,,no profile found
192,Duncalf,Cliff,,,,,,,no profile found
193,Duncan,Don,,,,,,,no profile found
194,Dunn,Patrice,,,,,,,no profile found
195,Duru,Doris,,,,,,,no profile found
196,Ebenstiner,Janice,,,,,,,no profile found
197,Edalati,Kourosh,BC Children's Hospital Research Institute,"['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']",35169140500,,MEDI (2),
198,Edirmanasinghe,Dimitri,Northwestern University Feinberg School of Medicine,"['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']","['', '', '', '', '', [...], '', '', [...], '', [...], '', [...], '', '', [...], '', '', '', '', '', '', '', [...], '', '', [...], '', [...], [...], '', [...], '', '', '', '', '', '', '', '', [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', [...], '', [...], [...], '', [...], '', '', [...], '', [...], '', [...], '', [...], [...], [...], [...], [...], [...], [...], '', [...], [...], [...], [...], '', '', '', '', '', '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], [...], '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', [...], '', '', [...], '', [...], '', '', '', '', '', '', [...], '', [...], [...], '', '', '', '', '', [...], '', [...], '', '', '', '', '', '', [...], [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], [...], [...], '', '', '', '', '', '', [...], [...], '', [...], [...], '', [...], '', [...], '', [...], '', '', '', '', '', '', '', [...], [...], '', [...], [...], [...], '', '', '', '', '', '', '', '', '', [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], '', [...], '', '', '', '', [...], '', '', '', [...], '', [...], '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', [...], '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], [...], [...], '', '', '', '', '', '', '', [...], [...], [...], '', [...], '', '', [...], [...], [...], '', [...], '', [...], '', '', '', '', [...], [...], '', '', '', '', '', [...], [...], '', '', '', '', '', '', '', [...], '', [...], '', [...], '', '', '', '', '', '', [...], '', '', '', [...], [...], '', '', '', '', '', '', [...], [...], '', '', '', [...], '', '', [...], '', '', [...], '', '', '', '', [...], [...], [...], '', [...], '', [...], [...], '', '', '', [...], '', [...], '', '', [...], [...], '', '', '', '', [...], '', '', '', '', [...], '', '', '', '', '', '', '']",36695766900,,MEDI (2),affiliation not in list
199,Edwards,Katherine,,,,,,,no profile found
